名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path
盛山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 中国传统山水画风格，盛山，雄伟壮观的山脉，云雾缭绕，山峰挺拔入云，古木参天，溪流潺潺，远处有几间隐于山林间的古朴茅屋，色彩以青绿为主，点缀淡墨与赭石，展现出宁静而深远的意境。,地名\山名\盛山.png
少山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上有金玉,其下有銅,清漳之水出焉,",prompt: 一座名为少山的雄伟山脉，山上覆盖着金色和玉色的矿石，山脚下则是丰富的铜矿。清漳之水从山中流出，清澈见底。画面采用传统中国美学的彩色水墨风格，展现出山峦起伏、金玉满山的壮丽景象，以及清澈的溪流潺潺流动的宁静氛围。,地名\山名\少山.png
雙山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 双山，古代神话中的神秘山脉，位于云雾缭绕的仙境之中，山峰挺拔险峻，山顶常年积雪。山间溪流潺潺，古木参天，山脚下有村落和农田，村民们在田间劳作。远处可见其他山峦起伏，整个画面充满中国传统山水画的意境，采用彩色水墨风格绘制。,地名\山名\雙山.png
首山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其隂多榖柞,草多𦬸芫,其陽多㻬琈之玉,木多槐,其隂有谷,",prompt: 请绘制一幅描绘首山的彩色水墨画，画面中首山北面生长着茂密的榖树和柞树，草地上点缀着茂盛的藁本和芫荽。南面则遍布珍贵的㻬琈玉石，槐树成林。山的北侧有一条幽深的山谷，山谷间云雾缭绕，增添了几分神秘感。整幅画面采用传统中国美学风格，色彩以淡雅为主，注重意境与自然和谐之美。,地名\山名\首山.png
順山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"順水出焉,",prompt: 顺山，一座古老而神秘的山脉，山势蜿蜒起伏，峰峦叠嶂。顺水从山中潺潺流出，清澈见底，沿途滋养着山下的万物。画面采用传统中国彩色水墨风格，细腻地描绘出山石的纹理和水流的动感。山间云雾缭绕，仿佛仙境一般。远处的山峰在云雾中若隐若现，增添了几分神秘感。近处的树木郁郁葱葱，点缀着几朵野花，生机勃勃。整幅画面充满自然和谐之美，展现出《山海经》中的奇幻景象。,地名\山名\順山.png
蛇山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"北海之内,蛇水出焉,",prompt: 北海之内，蛇水出焉，蛇山巍峨耸立，山势蜿蜒如巨蛇盘旋，山体覆盖着茂密的古木和藤蔓，山间云雾缭绕，呈现出神秘而古老的氛围。山脚下，蛇水潺潺流淌，清澈见底，河岸两旁生长着各种奇花异草，色彩斑斓。整幅画面采用传统中国彩色水墨风格，笔触细腻，色调柔和，充满诗意与幻想。,地名\山名\蛇山.png
石山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上多金,其下多青䨼,多寓木,",prompt: 一座雄伟的石山，山上金矿丰富，山脚下青雘遍布，寓木丛生，画面采用传统中国美学的彩色水墨风格，展现出山的壮丽与自然的和谐，细节上注重描绘金矿的光芒和青雘、寓木的生机勃勃。,地名\山名\石山.png
松山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"陽水出焉,",prompt: 传统中国美学彩色水墨风格，松山，雄伟壮丽的山脉，山间云雾缭绕，阳光透过云层洒在山顶，阳水从山中潺潺流出，清澈见底，周围古木参天，鸟鸣声声，山脚下有几座古朴的村落，炊烟袅袅升起，整个画面宁静而祥和。,地名\山名\松山.png
尸山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"多蒼玉,其獸多麖,尸水出焉,",prompt: 一座古老而神秘的山，名为尸山，山上覆盖着茂密的苍翠植被，山体中蕴藏着大量的苍玉，这些玉石在阳光下闪烁着幽蓝的光芒。山间栖息着许多珍稀的野生动物，其中以鹿类动物最多，它们在山林间自由奔跑，显得格外灵动。从尸山深处流出一条清澈的小溪，名为尸水，它蜿蜒流淌，滋养着周围的土地和生灵。整幅画面采用传统中国水墨画风格，色彩以淡雅为主，通过细腻的笔触描绘出一幅充满诗意与神秘感的山水画卷。,地名\山名\尸山.png
升山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其木多榖柞棘,其草多藷藇蕙,多㓂脫,黄酸之水出焉,",prompt: 中国传统水墨风格的升山，山体雄伟险峻，覆盖着茂密的植被。山间树木以榖树、柞树和棘树为主，林间点缀着藷藇草和蕙草，野花烂漫，色彩斑斓。山脚下有黄酸之水潺潺流出，清澈见底，溪边生长着各种奇异的植物，如㓂脫等。整幅画面充满生机与神秘感，展现出古代神话中的自然景观。,地名\山名\升山.png
石山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"多藏金玉,濩濩之水出焉,鮮于之水出焉,",prompt: 一座雄伟的石山，山体峻峭，云雾缭绕。山上多藏金玉，金光闪闪，熠熠生辉。两条清澈的溪流从山中流出，一条名为濩濩之水，另一条名为鮮于之水。山间树木葱郁，鸟语花香，充满生机。画面采用传统中国美学的彩色水墨风格，展现出山的壮丽与神秘。,地名\山名\石山.png
首山䰠,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 古典中国山水画风格，首山之巅云雾缭绕，山势险峻，松柏挺拔。山脚下有潺潺流水，几只仙鹤在溪边饮水，远处群山连绵，色彩以淡雅的水墨为主，点缀些许青绿，展现出神秘而宁静的氛围。,地名\山名\首山䰠.png
申山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上多糓柞,其下多杻橿,其陽多金玉,區水出焉,","prompt: 申山，其上多糓柞,其下多杻橿,其陽多金玉,區水出焉。请描绘一座雄伟的山脉，山上生长着茂密的糓树和柞树，山脚下则长满了杻树和橿树。山的南面有丰富的金矿和玉石矿藏。从山中流出一条清澈的溪流，名为区水。整幅画面采用传统中国彩色水墨风格，展现出山川的壮丽与自然的和谐之美。",地名\山名\申山.png
時山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"無草木,逐水出焉,",prompt: 时山，一座荒凉的山脉，山上无草木覆盖，山间有一条清澈的溪流蜿蜒而出，画面采用传统中国美学的彩色水墨风格，展现出山的雄伟与水的灵动，背景中隐约可见远山和云雾，整体氛围宁静而神秘。,地名\山名\時山.png
視山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上多韭,有井焉,其上多桑,多美堊金玉,",prompt: 《山海经》中的視山，山上长满了韭菜，有一口古井，四周遍布桑树，山中蕴藏丰富的美玉、垩土和黄金。请以古代插画风格和传统中国美学的彩色水墨风格绘制这座神秘的山景。画面中可以看到茂盛的韭菜田，古老的石井，繁茂的桑树林，以及点缀在山间的玉石和金矿。背景是淡雅的山水，云雾缭绕，营造出一种幽静而神秘的氛围。,地名\山名\視山.png
宋山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"有赤蛇,有木生山上,",prompt: 一座名为宋山的山脉，山势险峻，云雾缭绕。山上生长着奇异的树木，树干粗壮扭曲，枝叶繁茂，色彩斑斓。在山间蜿蜒的小道上，一条赤色巨蛇盘旋而行，蛇身鳞片闪耀着红光，眼神中透露出神秘与威严。背景是淡雅的水墨山水，远处山峦若隐若现，整体画面充满中国传统美学的韵味。,地名\山名\宋山.png
蛇山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其上多黄金,其下多堊,其木多相多豫樟,其草多嘉榮少辛,有獸焉,",prompt: 古典中国山水画风格，蛇山，山势蜿蜒如巨蛇盘旋，山顶覆盖着金黄色的矿石，闪耀着光芒。山脚下是白色的垩土，呈现出一种纯净的白。山上树木繁茂，以相树和豫樟为主，树叶翠绿，枝干挺拔。草地上生长着嘉荣草，花朵鲜艳，还点缀着少量的少辛草。在山林中，有一只神秘的野兽若隐若现，形态奇特，毛色斑斓，增添了一丝神秘感。整幅画面采用传统水墨技法，色彩丰富而和谐，充满古典美感。,地名\山名\蛇山.png
申山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 申山，古老而神秘的山脉，云雾缭绕，山势险峻。山间古木参天，溪流潺潺，奇花异草遍布。山脚下有古老的村落，村民们世代守护着这座神山。画面采用传统中国美学的彩色水墨风格，远处的山峰若隐若现，近处的树木和溪流细腻生动，展现出一种宁静而又庄严的氛围。,地名\山名\申山.png
濕山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"寒暑之水水西,",prompt: 濕山，位于寒暑之水的西边，山势雄伟，云雾缭绕。山间流淌着清澈见底的小溪，溪水潺潺，滋养着周围的草木。山上植被茂盛，古木参天，四季常青。山脚下有一片开阔的草地，野花遍地，色彩斑斓。远处群山连绵起伏，与湿山相映成趣。整个画面以传统中国美学的彩色水墨风格呈现，富有诗意和意境。,地名\山名\濕山.png
少室之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"百草木成囷,其上有木焉,其上多玉,其下多鐵,休水出焉,",prompt: 一座名为少室的山，山上草木茂盛，形成囷状，山上有奇特的树木。山顶上散布着许多玉石，山脚下则蕴藏着丰富的铁矿。休水从山中流出，清澈见底。整幅画面采用古代插画风格和传统中国美学的彩色水墨风格，色彩丰富而和谐，细节精致，展现出山川之美与自然之韵。,地名\山名\少室之山.png
上申之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"上無草木,多硌石,下多榛楛,獸多白鹿,其鳥多當扈,湯水出焉,",prompt：上申之山，山势险峻，上无草木，多嶙峋的硌石，下多榛楛丛生。山中兽类以白鹿为主，鸟禽多为当扈。汤水从山中流出，清澈见底。画面采用传统中国美学的彩色水墨风格，展现出山的雄伟与自然的生机。背景以淡雅的水墨渲染，前景突出白鹿和当扈的生动形象，点缀以榛楛和硌石，整体构图和谐而富有诗意。,地名\山名\上申之山.png
申首之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"無草木,冬夏有雪,申水出于其上潜于其下,",prompt: 申首之山，一座无草木覆盖的神秘山脉，终年积雪覆盖，呈现出一片银装素裹的景象。山顶常年云雾缭绕，仿佛隐藏着不为人知的秘密。山中有一条清澈见底的申水，从山顶潺潺流出，穿越整个山脉，最终隐没于山脚下。整幅画面采用传统中国水墨画风格，以淡雅的黑白灰为主色调，辅以淡淡的蓝色和白色描绘冬日雪景，展现出一种宁静而幽远的意境。,地名\山名\申首之山.png
三天子都,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 三天子都，一座雄伟的山脉，山峰连绵起伏，云雾缭绕。山中古木参天，瀑布飞泻，溪流潺潺。山脚下有古老的村落，村民们生活宁静祥和。整幅画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，展现出一种神秘而宁静的氛围。,地名\山名\三天子都.png
汜天之山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"南海之中有汜天之山,赤水窮焉,赤水之東有蒼梧之野,",prompt: 南海之中有一座名为汜天之山的神秘山脉，山峰高耸入云，山体被淡淡的雾气环绕。赤水从这座山的尽头流出，河水呈现出深红色，如同流淌着熔岩一般。在赤水的东边是一片广阔无垠的苍梧之野，草木葱郁，生机勃勃。整个画面以传统中国彩色水墨风格呈现，色彩对比鲜明，线条流畅自然，展现出一种宁静而壮丽的景象。,地名\山名\汜天之山.png
三天子之都,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"南海之内,",prompt: 南海之内，三天子之都，山势巍峨，云雾缭绕，山间有古木参天，奇花异草遍布。山脚下，碧波荡漾，海浪轻轻拍打着岸边。山中隐约可见宫殿楼阁，金碧辉煌，仿佛是古代帝王的行宫。画面采用传统中国美学的彩色水墨风格，色彩淡雅，线条流畅，展现出神秘而庄严的氛围。,地名\山名\三天子之都.png
三天子鄣山,地名,山名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"在閩西海北,一曰在海中,",prompt: 三天子鄣山，位于闽西海北，一说在海中。画面展现一座雄伟的山脉，山势险峻，云雾缭绕，山峰直插云霄。山脚下是波涛汹涌的大海，海水与山脚相接，形成一幅壮观的景象。山间树木葱郁，瀑布飞泻而下，山间小道蜿蜒曲折，仿佛通向神秘之地。整幅画面采用传统中国美学的彩色水墨风格，色彩淡雅，意境深远。,地名\山名\三天子鄣山.png
