名字,名字（拼音）,原文行,相关人物,章节,相关人物（拼音）,关系,relation
糈,xu（糈）,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。|凡濟山經之首，自輝諸之山至于蔓渠之山，凡九山，一千六百七十里，其神皆人面而鳥身。祠用毛，用一吉玉，投而不糈。|凡萯山之首，自敖岸之山至于和山，凡五山，四百四十里。其祠太逢、熏池、武羅皆一牡羊副，嬰用吉玉。其二神用一雄鷄瘞之，糈用稌。|凡釐山之首，自鹿蹄之山至于玄扈之山，凡九山，千六百七十里。其神狀皆人面獸身。其祠之，毛用一白鷄，祈而不糈，以彩衣之。|凡荊山之首，自景山至琴鼓之山，凡二十三山，二千八百九十里。其神狀皆鳥身而人面。其祠：用一雄雞祈瘞，用一藻圭，糈用稌。驕山，冢也，其祠：用羞酒少牢祈瘞，嬰毛一璧。|凡岷山之首，自女几山至于賈超之山，凡十六山，三千五百里。其神狀皆馬身而龍首。其祠：毛用一雄雞瘞，糈用稌。文山、勾檷、風雨、醜之山，是皆冢也。其祠之：羞酒，少牢具，嬰毛一吉玉。熊山，席也，其祠：羞酒，大牢具，嬰毛一璧。干儛，用兵以禳；祈，璆冕舞。|凡荊山之首，自翼望之山至于几山，凡四十八山，三千七百三十二里。其神狀皆彘身人首。其祠：毛用一雄雞祈，瘞用一珪，糈用五種之精。禾山，帝也，其祠：太牢之具，羞瘞，倒毛；用一璧，牛無常。堵山、玉山，冢也，皆倒祠，羞毛少牢，嬰毛吉玉。|凡洞庭山之首，自篇遇之山至于榮余之山，凡十五山，二千八百里。其神狀皆鳥身而龍首。其祠：毛用一雄鷄、一牝豚刉，糈用稌。凡夫夫之山、即公之山、堯山、陽帝之山，皆冢也，其祠：皆肆瘞，祈用酒，毛用少牢，嬰毛一吉玉。洞庭、榮余山，神也，其祠：皆肆瘞，祈酒太牢祠，嬰用圭璧十五，五彩惠之。|凡《北山經》之首，自單狐之山至于隄山，凡二十五山，五千四百九十里，其神皆人面蛇身。其祠之，毛用一雄鷄彘瘞，吉玉用一珪，瘞而不糈。其山北人，皆生食不火之物。|凡《北次二經》之首，自管涔之山至于敦題之山，凡十七山，五千六百九十里。其神皆蛇身人面。其祠：毛用一雄雞彘瘞；用一璧一珪，投而不糈。|凡《北次三經》之首，自太行之山以至于無逢之山，凡四十六山，萬二千三百五十里。其神狀皆馬身而人面者廿神。其祠之，皆用一藻茝瘞之。其十四神，狀皆彘身而載玉。其祠之，皆玉，不瘞。其十神，狀皆彘身而八足，蛇尾。其祠之，皆用一璧瘞之。大凡四十四神，皆用稌糈米祠之，此皆不火食。|凡䧿山之首，自招搖之山，以至箕尾之山，凡十山，二千九百五十里。其神狀皆鳥身而龍首，其祠之禮：毛用一璋玉瘞，糈用稌米，一壁，稻米、白菅為席。|凡《南次二經》之首，自柜山至于漆吳之山，凡十七山，七千二百里。其神狀皆龍身而鳥首。其祠：毛用一璧瘞，糈用稌。|凡《南次三經》之首，自天虞之山以至南禺之山，凡一十四山，六千五百三十里。其神皆龍身而人面。其祠皆一白狗祈，糈用稌。|凡《西次二經》之首，自鈐山至于萊山，凡十七山，四千一百四十里。其十神者，皆人面而馬身。其七神皆人面牛身，四足而一臂，操杖以行，是為飛獸之神；其祠之，毛用少牢，白菅為席。其十輩神者，其祠之，毛一雄鷄，鈐而不糈；毛采。|凡《西次三經》之首，崇吾之山至于翼望之山，凡二十三山，六千七百四十四里。其神狀皆羊身人面。其祠之禮，用一吉玉瘞，糈用稷米。|凡《西次四經》自陰山以下，至於崦嵫之山，凡十九山，三千六百八十里。其祠祀禮，皆用一白鷄祈。糈以稻米，白管為席。,"甘棗之山,薄山,太牢,桑主,吉玉,羊,縣,瘞,嬰,毛,金,蔓渠之山,濟山,吉玉,投,毛,敖岸之山,武羅,熏池,太逢,萯山,和山,牡羊,吉玉,雄鷄,瘞,嬰,玄扈之山,鹿蹄之山,釐山,白鷄,祈,毛,雄雞,景山,驕山,少牢,藻圭,羞酒,琴,瘞,嬰,祈,毛,璧,賈超之山,璆冕舞,醜之山,干儛,雄雞,文山,熊山,几山,岷山,大牢,少牢,吉玉,羞酒,龍,馬,勾,風,瘞,嬰,祈,禳,毛,席,璧,翼望之山,五種之精,雄雞,玉山,堵山,禾山,几山,少牢,太牢,吉玉,帝,彘,牛,倒,羞,瘞,嬰,祈,毛,璧,珪,陽帝之山,夫夫之山,即公之山,篇遇之山,榮余之山,洞庭山,牝豚,堯山,少牢,太牢,吉玉,雄鷄,龍,瘞,嬰,刉,祈,肆,毛,璧,圭,酒,單狐之山,隄山,吉玉,雄鷄,彘,蛇,瘞,毛,珪,敦題之山,管涔之山,北次二經,雄雞,彘,蛇,瘞,投,毛,璧,珪,太行之山,無逢之山,北次三經,彘,馬,蛇,藻,茝,瘞,璧,米,玉,箕尾之山,䧿山,白菅,璋玉,稻米,稌米,龍,瘞,毛,席,壁,南次二經,柜山,龍,漆,瘞,毛,璧,天虞之山,南禺之山,南次三經,白狗,龍,祈,飛獸之神,西次二經,萊山,鈐山,白菅,少牢,雄鷄,馬,牛,杖,毛,席,翼望之山,崇吾之山,西次三經,吉玉,稷米,羊,瘞,崦嵫之山,西次四經,白鷄,稻米,管,祈,席",中山經;中山經;中山經;中山經;中山經;中山經;中山經;中山經;北山經;北山經;北山經;南山經;南山經;南山經;西山經;西山經;西山經,"ganzaozhishan（甘棗之山）,baoshan（薄山）,tailao（太牢）,sangzhu（桑主）,jiyu（吉玉）,yang（羊）,xian（縣）,yi（瘞）,ying（嬰）,mao（毛）,jin（金）,manquzhishan（蔓渠之山）,jishan（濟山）,jiyu（吉玉）,tou（投）,mao（毛）,aoanzhishan（敖岸之山）,wuluo（武羅）,xunchi（熏池）,taifeng（太逢）,fushan（萯山）,heshan（和山）,muyang（牡羊）,jiyu（吉玉）,xiongji（雄鷄）,yi（瘞）,ying（嬰）,xuanhuzhishan（玄扈之山）,lutizhishan（鹿蹄之山）,lishan（釐山）,baiji（白鷄）,qi（祈）,mao（毛）,xiongji（雄雞）,jingshan（景山）,jiaoshan（驕山）,shaolao（少牢）,zaogui（藻圭）,xiujiu（羞酒）,qin（琴）,yi（瘞）,ying（嬰）,qi（祈）,mao（毛）,bi（璧）,jiachaozhishan（賈超之山）,qiumianwu（璆冕舞）,chouzhishan（醜之山）,ganwu（干儛）,xiongji（雄雞）,wenshan（文山）,xiongshan（熊山）,jishan（几山）,minshan（岷山）,dalao（大牢）,shaolao（少牢）,jiyu（吉玉）,xiujiu（羞酒）,long（龍）,ma（馬）,gou（勾）,feng（風）,yi（瘞）,ying（嬰）,qi（祈）,rang（禳）,mao（毛）,xi（席）,bi（璧）,yiwangzhishan（翼望之山）,wuzhongzhijing（五種之精）,xiongji（雄雞）,yushan（玉山）,dushan（堵山）,heshan（禾山）,jishan（几山）,shaolao（少牢）,tailao（太牢）,jiyu（吉玉）,di（帝）,zhi（彘）,niu（牛）,dao（倒）,xiu（羞）,yi（瘞）,ying（嬰）,qi（祈）,mao（毛）,bi（璧）,gui（珪）,yangdizhishan（陽帝之山）,fufuzhishan（夫夫之山）,jigongzhishan（即公之山）,pianyuzhishan（篇遇之山）,rongyuzhishan（榮余之山）,dongtingshan（洞庭山）,pintun（牝豚）,yaoshan（堯山）,shaolao（少牢）,tailao（太牢）,jiyu（吉玉）,xiongji（雄鷄）,long（龍）,yi（瘞）,ying（嬰）,ji（刉）,qi（祈）,si（肆）,mao（毛）,bi（璧）,gui（圭）,jiu（酒）,danhuzhishan（單狐之山）,dishan（隄山）,jiyu（吉玉）,xiongji（雄鷄）,zhi（彘）,she（蛇）,yi（瘞）,mao（毛）,gui（珪）,duntizhishan（敦題之山）,guancenzhishan（管涔之山）,beicierjing（北次二經）,xiongji（雄雞）,zhi（彘）,she（蛇）,yi（瘞）,tou（投）,mao（毛）,bi（璧）,gui（珪）,taixingzhishan（太行之山）,wufengzhishan（無逢之山）,beicisanjing（北次三經）,zhi（彘）,ma（馬）,she（蛇）,zao（藻）,chai（茝）,yi（瘞）,bi（璧）,mi（米）,yu（玉）,jiweizhishan（箕尾之山）,queshan（䧿山）,baijian（白菅）,zhangyu（璋玉）,daomi（稻米）,tumi（稌米）,long（龍）,yi（瘞）,mao（毛）,xi（席）,bi（壁）,nancierjing（南次二經）,guishan（柜山）,long（龍）,qi（漆）,yi（瘞）,mao（毛）,bi（璧）,tianyuzhishan（天虞之山）,nanyuzhishan（南禺之山）,nancisanjing（南次三經）,baigou（白狗）,long（龍）,qi（祈）,feishouzhishen（飛獸之神）,xicierjing（西次二經）,laishan（萊山）,qianshan（鈐山）,baijian（白菅）,shaolao（少牢）,xiongji（雄鷄）,ma（馬）,niu（牛）,zhang（杖）,mao（毛）,xi（席）,yiwangzhishan（翼望之山）,chongwuzhishan（崇吾之山）,xicisanjing（西次三經）,jiyu（吉玉）,jimi（稷米）,yang（羊）,yi（瘞）,yanzizhishan（崦嵫之山）,xicisijing（西次四經）,baiji（白鷄）,daomi（稻米）,guan（管）,qi（祈）,xi（席）","无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,用,无关,无关,无关,用,用,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,用,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,用,无关,无关,无关,无关,无关,无关,无关,无关,供奉,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,用作祭品,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,用于,无关,无关,无关,无关,无关,无关,无关,包含,无关,无关,用作祭品,无关,无关,无关,用作,无关,无关,无关,无关,无关,用,无关,无关,无关,无关,无关,无关,无关,用,用,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,用,用,无关,用作,无关,无关,无关,用作,无关,是,无关,无关,无关","Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,use,Independent,Independent,Independent,use,use,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,use,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,use,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,consecrate,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Used as an offering,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,For,Independent,Independent,Independent,Independent,Independent,Independent,Independent,embody,Independent,Independent,Used as an offering,Independent,Independent,Independent,As,Independent,Independent,Independent,Independent,Independent,use,Independent,Independent,Independent,Independent,Independent,Independent,Independent,use,use,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,use,use,Independent,As,Independent,Independent,Independent,As,Independent,be,Independent,Independent,Independent"
紅光,hongguang（紅光）,又西二百九十里，曰泑山，神蓐收居之。其上多嬰短之玉，其陽多瑾瑜之玉，其陰多青雄黃。是山也，西望日之所入，其氣員，神紅光之所司也。,"嬰短之玉,瑾瑜之玉,泑山",西山經,"yingduanzhiyu（嬰短之玉）,jinyuzhiyu（瑾瑜之玉）,youshan（泑山）","无关,无关,司","Independent,Independent,manage"
素矰,suzeng（素矰）,帝俊賜羿彤弓素矰，以扶下國，羿是始去恤下地之百艱。,"帝俊,彤弓,羿",海內經,"dijun（帝俊）,tonggong（彤弓）,yi（羿）","赐予,赐予,赐予","Give,Give,Give"
紫衣,ziyi（紫衣）,有人曰苗民。有神焉，人首蛇身，長如轅，左右有首，衣紫衣，冠旃冠，名曰延維，人主得而饗食之，伯天下。,"苗民,延維,旃冠,蛇,轅,饗",海內經,"miaomin（苗民）,yanwei（延維）,zhanguan（旃冠）,she（蛇）,yuan（轅）,xiang（饗）","穿着,穿着,穿戴,无关,无关,无关","apparel,apparel,apparel,Independent,Independent,Independent"
結匈國,jiexiongguo（結匈國）,滅蒙鳥在結匈國北，為鳥青，赤尾。,滅蒙鳥,海外西經,miemengniao（滅蒙鳥）,位于,situated
絲,si（絲）,桑無枝，在歐絲東，其木長百仞，無枝。,"桑,枝",海外北經,"sang（桑）,zhi（枝）","无关,无关","Independent,Independent"
綦山,qishan（綦山）,有綦山。又有搖山。有䰝山。又有門戶山。又有盛山。又有待山。有五彩之鳥。,"五彩之鳥,䰝山,待山,盛山",大荒東經,"wucaizhiniao（五彩之鳥）,zengshan（䰝山）,daishan（待山）,shengshan（盛山）","无关,无关,无关,无关","Independent,Independent,Independent,Independent"
維氏之山,weishizhishan（維氏之山）,又南五百里，曰維氏之山，無草木，多金玉。原水出焉，東流注于沙澤。,"原水,沙澤,玉,金",東山經,"yuanshui（原水）,shaze（沙澤）,yu（玉）,jin（金）","出,流入,存在,存在","go out,inflow,exist,exist"
維鳥,weiniao（維鳥）,䳐鳥、𪆻鳥，其色青黃，所經國亡。在女祭北。䳐鳥人面，居山上。一曰維鳥、青鳥、黃鳥所集。|丈夫國在維鳥北，其為人衣冠帶劍。,"女祭,䳐鳥,𪆻鳥,青鳥,丈夫國,帶,冠",海外西經;海外西經,"nvji（女祭）,ciniao（䳐鳥）,danniao（𪆻鳥）,qingniao（青鳥）,zhangfuguo（丈夫國）,dai（帶）,guan（冠）","无关,集,无关,集,无关,无关,无关","Independent,assemble,Independent,assemble,Independent,Independent,Independent"
維龍之山,weilongzhishan（維龍之山）,又北三百里，曰維龍之山，其上有碧玉，其陽有金，其陰有鐵。肥水出焉，而東流注于皋澤，其中多礨石。敞鐵之水出焉，而北流注于大澤。,"敞鐵之水,肥水,大澤,礨石,碧玉,金",北山經,"changtiezhishui（敞鐵之水）,feishui（肥水）,daze（大澤）,leishi（礨石）,biyu（碧玉）,jin（金）","流出,流出,流入,存在,有,有","outflow,outflow,inflow,exist,Yes,Yes"
綸山,lunshan（綸山）,又東北三百五十里，曰綸山，其木多梓柟，多桃枝，多柤栗橘櫾，其獸多閭麈、麢、㚟。,"桃枝,㚟,麈,閭,麢,櫾,梓,柤,橘,栗,柟",中山經,"taozhi（桃枝）,chuo（㚟）,zhu（麈）,lv（閭）,ling（麢）,you（櫾）,zi（梓）,zha（柤）,ju（橘）,li（栗）,nan（柟）","生长,存在,存在,存在,存在,生长,生长,生长,生长,生长,生长","grow,exist,exist,exist,exist,grow,grow,grow,grow,grow,grow"
綽人,chuoren（綽人）,有毛民之國，依姓，食黍，使四鳥。禹生均國，均國生役采，役采生脩鞈，脩鞈殺綽人。帝念之，潛為之國，是此毛民。,"毛民之國,脩鞈,均國,禹,帝,黍",大荒北經,"maominzhiguo（毛民之國）,xiuge（脩鞈）,junguo（均國）,yu（禹）,di（帝）,shu（黍）","无关,杀,杀,杀,思念,无关","Independent,kill,kill,kill,miss,Independent"
緡淵,minyuan（緡淵）,有襄山。又有重陰之山。有人食獸，曰季釐。帝俊生季釐，故曰季釐之國。有緡淵。少昊生倍伐，倍伐降處緡淵。有水四方，名曰俊壇。,"季釐之國,倍伐,帝俊,少昊,襄山,俊壇,重",大荒南經,"jilizhiguo（季釐之國）,beifa（倍伐）,dijun（帝俊）,shaohao（少昊）,xiangshan（襄山）,juntan（俊壇）,zhong（重）","无关,降处,无关,降处,无关,无关,无关","Independent,Descendant,Independent,Descendant,Independent,Independent,Independent"
緱氏,goushi（緱氏）,岷三江：首…大江出汶山，北江出曼山，南江出高山。高山在城都西。入海，在長州南。浙江出三天子都，在其東。在閩西北，入海，餘暨南。廬江出三天子都，入江，彭澤西。一曰天子鄣。淮水出餘山，餘山在朝陽東，義鄉西，入海，淮浦北。湘水出舜葬東南陬，西環之。入洞庭下。一曰東南西澤。漢水出鮒魚之山，帝顓頊葬于陽，九嬪葬于陰，四蛇衛之。濛水出漢陽西，入江，聶陽西。溫水出崆峒，崆峒山在臨汾南，入河，華陽北。潁水出少室，少室山在雍氏南，入淮西鄢北。一曰緱氏。汝水出天息山，在梁勉鄉西南，入淮極西北。一曰淮在期思北。涇水出長城北山，山在郁郅長垣北，北入渭，戲北。渭水出鳥鼠同穴山，東注河，入華陰北。白水出蜀，而東南注江，入江州城下。沅水山出象郡鐔城西，入東注江，入下雋西，合洞庭中。贛水出聶都東山，東北注江，入彭澤西。泗水出吳東北而南，西南過湖陵西，而東南注東海，入淮陰北。鬱水出象郡，而西南注南海，入須陵東南。肄水出臨晉西南，而東南注海，入番禺西。潢水出桂陽西北山，東南注肄水，入敦浦西。洛水出洛西山，東北注河，入成皋之西。汾水出上窳北，而西南注河，入皮氏南。沁水出井陘山東，東南注河，入懷東南。濟水出共山南東丘，絕鉅鹿澤，注渤海，入齊琅槐東北。潦水出衛皋東，東南注渤海，入潦陽。虖沱水出晉陽城南，而西至陽曲北，而東注渤海，入越章武北。漳水出山陽東，東注渤海，入章武南。,"長城北山,鮒魚之山,三天子都,象郡鐔城,帝顓頊,天息山,天子鄣,井陘山,洛西山,岷三江,鉅鹿澤,江州城,番禺,四蛇,餘山,東丘,洞庭,共山,崆峒,曼山,渭水,湘水,沅水,肄水,浙江,漳水,大江,汾水,淮浦,淮水,潢水,漢水,北江,涇水,廬江,洛水,潦水,濛水,白水,南江,沁水,汝水,泗水,彭澤,東海,渤海,南海,城都,下雋,須陵,陽曲,雍氏,郁郅,章武,長垣,朝陽,長州,敦浦,桂陽,湖陵,漢陽,華陽,晉陽,臨汾,琅槐,臨晉,潦陽,聶都,聶陽,皮氏,期思,上窳,山陽,舜,鼠,環,蜀,河,濟,鄢,懷,閩,齊",海內東經,"zhangchengbeishan（長城北山）,fuyuzhishan（鮒魚之山）,santianzidou（三天子都）,xiangjunxincheng（象郡鐔城）,dizhuanxu（帝顓頊）,tianxishan（天息山）,tianzizhang（天子鄣）,jingxingshan（井陘山）,luoxishan（洛西山）,minsanjiang（岷三江）,juluze（鉅鹿澤）,jiangzhoucheng（江州城）,panyu（番禺）,sishe（四蛇）,yushan（餘山）,dongqiu（東丘）,dongting（洞庭）,gongshan（共山）,kongdong（崆峒）,manshan（曼山）,weishui（渭水）,xiangshui（湘水）,yuanshui（沅水）,yishui（肄水）,zhejiang（浙江）,zhangshui（漳水）,dajiang（大江）,fenshui（汾水）,huaipu（淮浦）,huaishui（淮水）,huangshui（潢水）,hanshui（漢水）,beijiang（北江）,jingshui（涇水）,lujiang（廬江）,luoshui（洛水）,laoshui（潦水）,mengshui（濛水）,baishui（白水）,nanjiang（南江）,qinshui（沁水）,rushui（汝水）,sishui（泗水）,pengze（彭澤）,donghai（東海）,bohai（渤海）,nanhai（南海）,chengdou（城都）,xiajuan（下雋）,xuling（須陵）,yangqu（陽曲）,yongshi（雍氏）,yuzhi（郁郅）,zhangwu（章武）,zhangyuan（長垣）,chaoyang（朝陽）,zhangzhou（長州）,dunpu（敦浦）,guiyang（桂陽）,huling（湖陵）,hanyang（漢陽）,huayang（華陽）,jinyang（晉陽）,linfen（臨汾）,langhuai（琅槐）,linjin（臨晉）,laoyang（潦陽）,niedou（聶都）,nieyang（聶陽）,pishi（皮氏）,qisi（期思）,shangyu（上窳）,shanyang（山陽）,shun（舜）,shu（鼠）,huan（環）,shu（蜀）,he（河）,ji（濟）,yan（鄢）,huai（懷）,min（閩）,qi（齊）","无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,流入,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,流入,无关,无关","Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,inflow,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,inflow,Independent,Independent"
