名字,原文行,相关人物,章节
章山,西北海外，黑水之北，有人有翼，名曰苗民。顓頊生驩頭，驩頭生苗民，苗民百姓，食肉。有山名曰章山。,"驩頭,苗民,北海",大荒北經
北海,西北海外，黑水之北，有人有翼，名曰苗民。顓頊生驩頭，驩頭生苗民，苗民百姓，食肉。有山名曰章山。,"驩頭,苗民,章山",大荒北經
衡石山,大荒之中，有衡石山、九陰山、泂野之山，上有赤樹，青葉，赤華，名曰若木。,若,大荒北經
若,大荒之中，有衡石山、九陰山、泂野之山，上有赤樹，青葉，赤華，名曰若木。,衡石山,大荒北經
無骨,有牛黎之國。有人無骨，儋耳之子。,"儋耳,牛",大荒北經
儋耳,有牛黎之國。有人無骨，儋耳之子。,"無骨,牛",大荒北經
牛,有牛黎之國。有人無骨，儋耳之子。,"無骨,儋耳",大荒北經
赤水,西北海之外，赤水之北，有章尾山。有神，人面蛇身而赤，直目正乘，其瞑乃晦，其視乃明，不食，不寢，不息，風雨是謁。是燭九陰，是謂燭龍。,"燭龍,尾山,北海,蛇,視,風",大荒北經
燭龍,西北海之外，赤水之北，有章尾山。有神，人面蛇身而赤，直目正乘，其瞑乃晦，其視乃明，不食，不寢，不息，風雨是謁。是燭九陰，是謂燭龍。,"赤水,尾山,北海,蛇,視,風",大荒北經
尾山,西北海之外，赤水之北，有章尾山。有神，人面蛇身而赤，直目正乘，其瞑乃晦，其視乃明，不食，不寢，不息，風雨是謁。是燭九陰，是謂燭龍。,"赤水,燭龍,北海,蛇,視,風",大荒北經
北海,西北海之外，赤水之北，有章尾山。有神，人面蛇身而赤，直目正乘，其瞑乃晦，其視乃明，不食，不寢，不息，風雨是謁。是燭九陰，是謂燭龍。,"赤水,燭龍,尾山,蛇,視,風",大荒北經
蛇,西北海之外，赤水之北，有章尾山。有神，人面蛇身而赤，直目正乘，其瞑乃晦，其視乃明，不食，不寢，不息，風雨是謁。是燭九陰，是謂燭龍。,"赤水,燭龍,尾山,北海,視,風",大荒北經
視,西北海之外，赤水之北，有章尾山。有神，人面蛇身而赤，直目正乘，其瞑乃晦，其視乃明，不食，不寢，不息，風雨是謁。是燭九陰，是謂燭龍。,"赤水,燭龍,尾山,北海,蛇,風",大荒北經
風,西北海之外，赤水之北，有章尾山。有神，人面蛇身而赤，直目正乘，其瞑乃晦，其視乃明，不食，不寢，不息，風雨是謁。是燭九陰，是謂燭龍。,"赤水,燭龍,尾山,北海,蛇,視",大荒北經
三青獸,南海之外，赤水之西，流沙之東，有獸，左右有首，名曰䟣踢。有三青獸相并，名曰雙雙。,"赤水,䟣踢,雙雙,南海,流沙,相",大荒南經
赤水,南海之外，赤水之西，流沙之東，有獸，左右有首，名曰䟣踢。有三青獸相并，名曰雙雙。,"三青獸,䟣踢,雙雙,南海,流沙,相",大荒南經
䟣踢,南海之外，赤水之西，流沙之東，有獸，左右有首，名曰䟣踢。有三青獸相并，名曰雙雙。,"三青獸,赤水,雙雙,南海,流沙,相",大荒南經
雙雙,南海之外，赤水之西，流沙之東，有獸，左右有首，名曰䟣踢。有三青獸相并，名曰雙雙。,"三青獸,赤水,䟣踢,南海,流沙,相",大荒南經
南海,南海之外，赤水之西，流沙之東，有獸，左右有首，名曰䟣踢。有三青獸相并，名曰雙雙。,"三青獸,赤水,䟣踢,雙雙,流沙,相",大荒南經
流沙,南海之外，赤水之西，流沙之東，有獸，左右有首，名曰䟣踢。有三青獸相并，名曰雙雙。,"三青獸,赤水,䟣踢,雙雙,南海,相",大荒南經
相,南海之外，赤水之西，流沙之東，有獸，左右有首，名曰䟣踢。有三青獸相并，名曰雙雙。,"三青獸,赤水,䟣踢,雙雙,南海,流沙",大荒南經
蒼梧之野,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"赤水,叔均,視肉,委維,文貝,離俞,阿山,南海,舜,熊,象,豹,虎,狼,羆,鷹,賈",大荒南經
赤水,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,叔均,視肉,委維,文貝,離俞,阿山,南海,舜,熊,象,豹,虎,狼,羆,鷹,賈",大荒南經
叔均,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,視肉,委維,文貝,離俞,阿山,南海,舜,熊,象,豹,虎,狼,羆,鷹,賈",大荒南經
視肉,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,委維,文貝,離俞,阿山,南海,舜,熊,象,豹,虎,狼,羆,鷹,賈",大荒南經
委維,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,文貝,離俞,阿山,南海,舜,熊,象,豹,虎,狼,羆,鷹,賈",大荒南經
文貝,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,離俞,阿山,南海,舜,熊,象,豹,虎,狼,羆,鷹,賈",大荒南經
離俞,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,阿山,南海,舜,熊,象,豹,虎,狼,羆,鷹,賈",大荒南經
阿山,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,離俞,南海,舜,熊,象,豹,虎,狼,羆,鷹,賈",大荒南經
南海,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,離俞,阿山,舜,熊,象,豹,虎,狼,羆,鷹,賈",大荒南經
舜,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,離俞,阿山,南海,熊,象,豹,虎,狼,羆,鷹,賈",大荒南經
熊,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,離俞,阿山,南海,舜,象,豹,虎,狼,羆,鷹,賈",大荒南經
象,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,離俞,阿山,南海,舜,熊,豹,虎,狼,羆,鷹,賈",大荒南經
豹,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,離俞,阿山,南海,舜,熊,象,虎,狼,羆,鷹,賈",大荒南經
虎,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,離俞,阿山,南海,舜,熊,象,豹,狼,羆,鷹,賈",大荒南經
狼,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,離俞,阿山,南海,舜,熊,象,豹,虎,羆,鷹,賈",大荒南經
羆,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,離俞,阿山,南海,舜,熊,象,豹,虎,狼,鷹,賈",大荒南經
鷹,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,離俞,阿山,南海,舜,熊,象,豹,虎,狼,羆,賈",大荒南經
賈,有阿山者。南海之中，有氾天之山，赤水窮焉。赤水之東，有蒼梧之野，舜與叔均之所葬也。爰有文貝、離俞、𩿨久、鷹、賈、委維、熊、羆、象、虎、豹、狼、視肉。,"蒼梧之野,赤水,叔均,視肉,委維,文貝,離俞,阿山,南海,舜,熊,象,豹,虎,狼,羆,鷹",大荒南經
玄蛇,有滎山，滎水出焉。黑水之南，有玄蛇，食麈。,"滎山,滎水,麈",大荒南經
滎山,有滎山，滎水出焉。黑水之南，有玄蛇，食麈。,"玄蛇,滎水,麈",大荒南經
滎水,有滎山，滎水出焉。黑水之南，有玄蛇，食麈。,"玄蛇,滎山,麈",大荒南經
麈,有滎山，滎水出焉。黑水之南，有玄蛇，食麈。,"玄蛇,滎山,滎水",大荒南經
玄蛇,有巫山者，西有黃鳥。帝藥，八齋。黃鳥於巫山，司此玄蛇。,"巫山,帝,齋",大荒南經
巫山,有巫山者，西有黃鳥。帝藥，八齋。黃鳥於巫山，司此玄蛇。,"玄蛇,帝,齋",大荒南經
帝,有巫山者，西有黃鳥。帝藥，八齋。黃鳥於巫山，司此玄蛇。,"玄蛇,巫山,齋",大荒南經
齋,有巫山者，西有黃鳥。帝藥，八齋。黃鳥於巫山，司此玄蛇。,"玄蛇,巫山,帝",大荒南經
不庭之山,大荒之中，有不庭之山，榮水窮焉。有人三身，帝俊妻娥皇，生此三身之國，姚姓，黍食，使四鳥。有淵四方，四隅皆達，北屬黑水，南屬大荒，北旁名曰少和之淵，南旁名曰從淵，舜之所浴也。,"少和之淵,娥皇,三身,帝俊,舜,榮,黍",大荒南經
少和之淵,大荒之中，有不庭之山，榮水窮焉。有人三身，帝俊妻娥皇，生此三身之國，姚姓，黍食，使四鳥。有淵四方，四隅皆達，北屬黑水，南屬大荒，北旁名曰少和之淵，南旁名曰從淵，舜之所浴也。,"不庭之山,娥皇,三身,帝俊,舜,榮,黍",大荒南經
娥皇,大荒之中，有不庭之山，榮水窮焉。有人三身，帝俊妻娥皇，生此三身之國，姚姓，黍食，使四鳥。有淵四方，四隅皆達，北屬黑水，南屬大荒，北旁名曰少和之淵，南旁名曰從淵，舜之所浴也。,"不庭之山,少和之淵,三身,帝俊,舜,榮,黍",大荒南經
三身,大荒之中，有不庭之山，榮水窮焉。有人三身，帝俊妻娥皇，生此三身之國，姚姓，黍食，使四鳥。有淵四方，四隅皆達，北屬黑水，南屬大荒，北旁名曰少和之淵，南旁名曰從淵，舜之所浴也。,"不庭之山,少和之淵,娥皇,帝俊,舜,榮,黍",大荒南經
帝俊,大荒之中，有不庭之山，榮水窮焉。有人三身，帝俊妻娥皇，生此三身之國，姚姓，黍食，使四鳥。有淵四方，四隅皆達，北屬黑水，南屬大荒，北旁名曰少和之淵，南旁名曰從淵，舜之所浴也。,"不庭之山,少和之淵,娥皇,三身,舜,榮,黍",大荒南經
舜,大荒之中，有不庭之山，榮水窮焉。有人三身，帝俊妻娥皇，生此三身之國，姚姓，黍食，使四鳥。有淵四方，四隅皆達，北屬黑水，南屬大荒，北旁名曰少和之淵，南旁名曰從淵，舜之所浴也。,"不庭之山,少和之淵,娥皇,三身,帝俊,榮,黍",大荒南經
榮,大荒之中，有不庭之山，榮水窮焉。有人三身，帝俊妻娥皇，生此三身之國，姚姓，黍食，使四鳥。有淵四方，四隅皆達，北屬黑水，南屬大荒，北旁名曰少和之淵，南旁名曰從淵，舜之所浴也。,"不庭之山,少和之淵,娥皇,三身,帝俊,舜,黍",大荒南經
黍,大荒之中，有不庭之山，榮水窮焉。有人三身，帝俊妻娥皇，生此三身之國，姚姓，黍食，使四鳥。有淵四方，四隅皆達，北屬黑水，南屬大荒，北旁名曰少和之淵，南旁名曰從淵，舜之所浴也。,"不庭之山,少和之淵,娥皇,三身,帝俊,舜,榮",大荒南經
季禺之國,又有成山，甘水窮焉。有季禺之國，顓頊之子，食黍。有羽民之國，其民皆生毛羽。有卵民之國，其民皆生卵。,"成山,甘水,羽,毛,黍",大荒南經
成山,又有成山，甘水窮焉。有季禺之國，顓頊之子，食黍。有羽民之國，其民皆生毛羽。有卵民之國，其民皆生卵。,"季禺之國,甘水,羽,毛,黍",大荒南經
甘水,又有成山，甘水窮焉。有季禺之國，顓頊之子，食黍。有羽民之國，其民皆生毛羽。有卵民之國，其民皆生卵。,"季禺之國,成山,羽,毛,黍",大荒南經
羽,又有成山，甘水窮焉。有季禺之國，顓頊之子，食黍。有羽民之國，其民皆生毛羽。有卵民之國，其民皆生卵。,"季禺之國,成山,甘水,毛,黍",大荒南經
毛,又有成山，甘水窮焉。有季禺之國，顓頊之子，食黍。有羽民之國，其民皆生毛羽。有卵民之國，其民皆生卵。,"季禺之國,成山,甘水,羽,黍",大荒南經
黍,又有成山，甘水窮焉。有季禺之國，顓頊之子，食黍。有羽民之國，其民皆生毛羽。有卵民之國，其民皆生卵。,"季禺之國,成山,甘水,羽,毛",大荒南經
恝恝之山,大荒之中，有不姜之山，黑水窮焉。又有賈山，汔水出焉。又有言山。又有登備之山。有恝恝之山。又有蒲山，澧水出焉。又有隗山，其西有丹，其東有玉。又南有山，漂水出焉。有尾山。有翠山。,"不姜之山,隗山,尾山,言山,翠山,賈山,蒲山,澧水,漂水,汔水,玉,丹",大荒南經
不姜之山,大荒之中，有不姜之山，黑水窮焉。又有賈山，汔水出焉。又有言山。又有登備之山。有恝恝之山。又有蒲山，澧水出焉。又有隗山，其西有丹，其東有玉。又南有山，漂水出焉。有尾山。有翠山。,"恝恝之山,隗山,尾山,言山,翠山,賈山,蒲山,澧水,漂水,汔水,玉,丹",大荒南經
隗山,大荒之中，有不姜之山，黑水窮焉。又有賈山，汔水出焉。又有言山。又有登備之山。有恝恝之山。又有蒲山，澧水出焉。又有隗山，其西有丹，其東有玉。又南有山，漂水出焉。有尾山。有翠山。,"恝恝之山,不姜之山,尾山,言山,翠山,賈山,蒲山,澧水,漂水,汔水,玉,丹",大荒南經
尾山,大荒之中，有不姜之山，黑水窮焉。又有賈山，汔水出焉。又有言山。又有登備之山。有恝恝之山。又有蒲山，澧水出焉。又有隗山，其西有丹，其東有玉。又南有山，漂水出焉。有尾山。有翠山。,"恝恝之山,不姜之山,隗山,言山,翠山,賈山,蒲山,澧水,漂水,汔水,玉,丹",大荒南經
