名字,原文行,相关人物,章节,关系,名字（拼音）,相关人物（拼音）
鷄,又南三百里，曰栒狀之山，其上多金玉，其下多青碧石。有獸焉，其狀如犬，六足，其名曰從從，其鳴自詨。有鳥焉，其狀如鷄而鼠毛，其名曰䖪鼠，見則其邑大早。𣲵水出焉，而北流注于湖水。其中多箴魚，其狀如鯈，其喙如箴，食之無疫疾。,"栒狀之山,從從,箴魚,𣲵水,湖水,疫疾,青碧,犬,鼠,毛,玉,金,石",東山經,"无关,无关,无关,无关,无关,无关,无关,无关,有,有,无关,无关,无关",ji（鷄）,"xunzhuangzhishan（栒狀之山）,congcong（從從）,zhenyu（箴魚）,zhishui（𣲵水）,hushui（湖水）,yiji（疫疾）,qingbi（青碧）,quan（犬）,shu（鼠）,mao（毛）,yu（玉）,jin（金）,shi（石）"
毛,又南三百里，曰栒狀之山，其上多金玉，其下多青碧石。有獸焉，其狀如犬，六足，其名曰從從，其鳴自詨。有鳥焉，其狀如鷄而鼠毛，其名曰䖪鼠，見則其邑大早。𣲵水出焉，而北流注于湖水。其中多箴魚，其狀如鯈，其喙如箴，食之無疫疾。,"栒狀之山,從從,箴魚,𣲵水,湖水,疫疾,青碧,犬,鼠,鷄,玉,金,石",東山經,"无关,无关,无关,无关,无关,无关,无关,无关,无关,有,无关,无关,无关",mao（毛）,"xunzhuangzhishan（栒狀之山）,congcong（從從）,zhenyu（箴魚）,zhishui（𣲵水）,hushui（湖水）,yiji（疫疾）,qingbi（青碧）,quan（犬）,shu（鼠）,ji（鷄）,yu（玉）,jin（金）,shi（石）"
玉,又南三百里，曰栒狀之山，其上多金玉，其下多青碧石。有獸焉，其狀如犬，六足，其名曰從從，其鳴自詨。有鳥焉，其狀如鷄而鼠毛，其名曰䖪鼠，見則其邑大早。𣲵水出焉，而北流注于湖水。其中多箴魚，其狀如鯈，其喙如箴，食之無疫疾。,"栒狀之山,從從,箴魚,𣲵水,湖水,疫疾,青碧,犬,鼠,鷄,毛,金,石",東山經,"存在,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,并存,无关",yu（玉）,"xunzhuangzhishan（栒狀之山）,congcong（從從）,zhenyu（箴魚）,zhishui（𣲵水）,hushui（湖水）,yiji（疫疾）,qingbi（青碧）,quan（犬）,shu（鼠）,ji（鷄）,mao（毛）,jin（金）,shi（石）"
金,又南三百里，曰栒狀之山，其上多金玉，其下多青碧石。有獸焉，其狀如犬，六足，其名曰從從，其鳴自詨。有鳥焉，其狀如鷄而鼠毛，其名曰䖪鼠，見則其邑大早。𣲵水出焉，而北流注于湖水。其中多箴魚，其狀如鯈，其喙如箴，食之無疫疾。,"栒狀之山,從從,箴魚,𣲵水,湖水,疫疾,青碧,犬,鼠,鷄,毛,玉,石",東山經,"存在,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,并存,无关",jin（金）,"xunzhuangzhishan（栒狀之山）,congcong（從從）,zhenyu（箴魚）,zhishui（𣲵水）,hushui（湖水）,yiji（疫疾）,qingbi（青碧）,quan（犬）,shu（鼠）,ji（鷄）,mao（毛）,yu（玉）,shi（石）"
石,又南三百里，曰栒狀之山，其上多金玉，其下多青碧石。有獸焉，其狀如犬，六足，其名曰從從，其鳴自詨。有鳥焉，其狀如鷄而鼠毛，其名曰䖪鼠，見則其邑大早。𣲵水出焉，而北流注于湖水。其中多箴魚，其狀如鯈，其喙如箴，食之無疫疾。,"栒狀之山,從從,箴魚,𣲵水,湖水,疫疾,青碧,犬,鼠,鷄,毛,玉,金",東山經,"存在,无关,无关,无关,无关,无关,包含,无关,无关,无关,无关,无关,无关",shi（石）,"xunzhuangzhishan（栒狀之山）,congcong（從從）,zhenyu（箴魚）,zhishui（𣲵水）,hushui（湖水）,yiji（疫疾）,qingbi（青碧）,quan（犬）,shu（鼠）,ji（鷄）,mao（毛）,yu（玉）,jin（金）"
番條之山,又南三百里，曰番條之山，無草木，多沙。減水出焉，北流注于海，其中多鱤魚。,"鱤魚,減水",東山經,"包含,出",fantiaozhishan（番條之山）,"ganyu（鱤魚）,jianshui（減水）"
鱤魚,又南三百里，曰番條之山，無草木，多沙。減水出焉，北流注于海，其中多鱤魚。,"番條之山,減水",東山經,"存在,栖息",ganyu（鱤魚）,"fantiaozhishan（番條之山）,jianshui（減水）"
減水,又南三百里，曰番條之山，無草木，多沙。減水出焉，北流注于海，其中多鱤魚。,"番條之山,鱤魚",東山經,"出,包含",jianshui（減水）,"fantiaozhishan（番條之山）,ganyu（鱤魚）"
姑兒之山,又南四百里，曰姑兒之山，其上多漆，其下多桑柘。姑兒之水出焉，北流注于海，其中多鱤魚。,"姑兒之水,鱤魚,柘,漆,桑",東山經,"出,出,生长,存在,生长",guerzhishan（姑兒之山）,"guerzhishui（姑兒之水）,ganyu（鱤魚）,zhe（柘）,qi（漆）,sang（桑）"
姑兒之水,又南四百里，曰姑兒之山，其上多漆，其下多桑柘。姑兒之水出焉，北流注于海，其中多鱤魚。,"姑兒之山,鱤魚,柘,漆,桑",東山經,"出,包含,生长,无关,无关",guerzhishui（姑兒之水）,"guerzhishan（姑兒之山）,ganyu（鱤魚）,zhe（柘）,qi（漆）,sang（桑）"
鱤魚,又南四百里，曰姑兒之山，其上多漆，其下多桑柘。姑兒之水出焉，北流注于海，其中多鱤魚。,"姑兒之山,姑兒之水,柘,漆,桑",東山經,"存在,存在,无关,无关,无关",ganyu（鱤魚）,"guerzhishan（姑兒之山）,guerzhishui（姑兒之水）,zhe（柘）,qi（漆）,sang（桑）"
柘,又南四百里，曰姑兒之山，其上多漆，其下多桑柘。姑兒之水出焉，北流注于海，其中多鱤魚。,"姑兒之山,姑兒之水,鱤魚,漆,桑",東山經,"生长,存在,无关,共存,共存",zhe（柘）,"guerzhishan（姑兒之山）,guerzhishui（姑兒之水）,ganyu（鱤魚）,qi（漆）,sang（桑）"
漆,又南四百里，曰姑兒之山，其上多漆，其下多桑柘。姑兒之水出焉，北流注于海，其中多鱤魚。,"姑兒之山,姑兒之水,鱤魚,柘,桑",東山經,"存在,无关,无关,共存,共存",qi（漆）,"guerzhishan（姑兒之山）,guerzhishui（姑兒之水）,ganyu（鱤魚）,zhe（柘）,sang（桑）"
桑,又南四百里，曰姑兒之山，其上多漆，其下多桑柘。姑兒之水出焉，北流注于海，其中多鱤魚。,"姑兒之山,姑兒之水,鱤魚,柘,漆",東山經,"生长,无关,无关,并列,共存",sang（桑）,"guerzhishan（姑兒之山）,guerzhishui（姑兒之水）,ganyu（鱤魚）,zhe（柘）,qi（漆）"
諸繩之水,又南四百里，曰高氏之山，其上多玉，其下多箴石。諸繩之水出焉，東流注于澤，其中多金玉。,"箴石,玉,金",東山經,"无关,含,含",zhushengzhishui（諸繩之水）,"zhenshi（箴石）,yu（玉）,jin（金）"
箴石,又南四百里，曰高氏之山，其上多玉，其下多箴石。諸繩之水出焉，東流注于澤，其中多金玉。,"諸繩之水,玉,金",東山經,"出,无关,无关",zhenshi（箴石）,"zhushengzhishui（諸繩之水）,yu（玉）,jin（金）"
玉,又南四百里，曰高氏之山，其上多玉，其下多箴石。諸繩之水出焉，東流注于澤，其中多金玉。,"諸繩之水,箴石,金",東山經,"出,共存,共存",yu（玉）,"zhushengzhishui（諸繩之水）,zhenshi（箴石）,jin（金）"
金,又南四百里，曰高氏之山，其上多玉，其下多箴石。諸繩之水出焉，東流注于澤，其中多金玉。,"諸繩之水,箴石,玉",東山經,"包含,无关,共存",jin（金）,"zhushengzhishui（諸繩之水）,zhenshi（箴石）,yu（玉）"
嶽山,又南三百里，曰嶽山，其上多桑，其下多樗。濼水出焉，東流注于澤，其中多金玉。,"濼水,桑,樗,玉,金",東山經,"流出,生长,生长,存在,含",yueshan（嶽山）,"luoshui（濼水）,sang（桑）,chu（樗）,yu（玉）,jin（金）"
濼水,又南三百里，曰嶽山，其上多桑，其下多樗。濼水出焉，東流注于澤，其中多金玉。,"嶽山,桑,樗,玉,金",東山經,"出,无关,无关,含有,含",luoshui（濼水）,"yueshan（嶽山）,sang（桑）,chu（樗）,yu（玉）,jin（金）"
桑,又南三百里，曰嶽山，其上多桑，其下多樗。濼水出焉，東流注于澤，其中多金玉。,"嶽山,濼水,樗,玉,金",東山經,"生长,无关,共存,无关,无关",sang（桑）,"yueshan（嶽山）,luoshui（濼水）,chu（樗）,yu（玉）,jin（金）"
樗,又南三百里，曰嶽山，其上多桑，其下多樗。濼水出焉，東流注于澤，其中多金玉。,"嶽山,濼水,桑,玉,金",東山經,"生长,无关,无关,无关,无关",chu（樗）,"yueshan（嶽山）,luoshui（濼水）,sang（桑）,yu（玉）,jin（金）"
玉,又南三百里，曰嶽山，其上多桑，其下多樗。濼水出焉，東流注于澤，其中多金玉。,"嶽山,濼水,桑,樗,金",東山經,"存在,包含,无关,无关,共存",yu（玉）,"yueshan（嶽山）,luoshui（濼水）,sang（桑）,chu（樗）,jin（金）"
金,又南三百里，曰嶽山，其上多桑，其下多樗。濼水出焉，東流注于澤，其中多金玉。,"嶽山,濼水,桑,樗,玉",東山經,"存在,存在,无关,无关,共存",jin（金）,"yueshan（嶽山）,luoshui（濼水）,sang（桑）,chu（樗）,yu（玉）"
堪㐨之魚,又南三百里，曰豺山，其上無草木，其下多水，其中多堪㐨之魚。有獸焉，其狀如夸父而彘毛，其音如呼，見則天下大水。,"夸父,彘,豺,毛",東山經,"无关,无关,无关,无关",kanxuzhiyu（堪㐨之魚）,"kuafu（夸父）,zhi（彘）,chai（豺）,mao（毛）"
夸父,又南三百里，曰豺山，其上無草木，其下多水，其中多堪㐨之魚。有獸焉，其狀如夸父而彘毛，其音如呼，見則天下大水。,"堪㐨之魚,彘,豺,毛",東山經,"无关,无关,无关,无关",kuafu（夸父）,"kanxuzhiyu（堪㐨之魚）,zhi（彘）,chai（豺）,mao（毛）"
彘,又南三百里，曰豺山，其上無草木，其下多水，其中多堪㐨之魚。有獸焉，其狀如夸父而彘毛，其音如呼，見則天下大水。,"堪㐨之魚,夸父,豺,毛",東山經,"无关,无关,无关,具有",zhi（彘）,"kanxuzhiyu（堪㐨之魚）,kuafu（夸父）,chai（豺）,mao（毛）"
豺,又南三百里，曰豺山，其上無草木，其下多水，其中多堪㐨之魚。有獸焉，其狀如夸父而彘毛，其音如呼，見則天下大水。,"堪㐨之魚,夸父,彘,毛",東山經,"无关,无关,无关,无关",chai（豺）,"kanxuzhiyu（堪㐨之魚）,kuafu（夸父）,zhi（彘）,mao（毛）"
毛,又南三百里，曰豺山，其上無草木，其下多水，其中多堪㐨之魚。有獸焉，其狀如夸父而彘毛，其音如呼，見則天下大水。,"堪㐨之魚,夸父,彘,豺",東山經,"无关,无关,有,无关",mao（毛）,"kanxuzhiyu（堪㐨之魚）,kuafu（夸父）,zhi（彘）,chai（豺）"
末塗之水,又南三百里，曰獨山，其上多金玉，其下多美石。末塗之水出焉，而東南流注于沔，其中多𧌁䗤，其狀如黃蛇，魚翼，出入有光，見則其邑大旱。,"獨山,美石,蛇,沔,玉,金",東山經,"出,无关,无关,流注,无关,无关",motuzhishui（末塗之水）,"dushan（獨山）,meishi（美石）,she（蛇）,mian（沔）,yu（玉）,jin（金）"
獨山,又南三百里，曰獨山，其上多金玉，其下多美石。末塗之水出焉，而東南流注于沔，其中多𧌁䗤，其狀如黃蛇，魚翼，出入有光，見則其邑大旱。,"末塗之水,美石,蛇,沔,玉,金",東山經,"流出,存在,无关,流注,存在,存在",dushan（獨山）,"motuzhishui（末塗之水）,meishi（美石）,she（蛇）,mian（沔）,yu（玉）,jin（金）"
美石,又南三百里，曰獨山，其上多金玉，其下多美石。末塗之水出焉，而東南流注于沔，其中多𧌁䗤，其狀如黃蛇，魚翼，出入有光，見則其邑大旱。,"末塗之水,獨山,蛇,沔,玉,金",東山經,"出,存在,无关,无关,无关,无关",meishi（美石）,"motuzhishui（末塗之水）,dushan（獨山）,she（蛇）,mian（沔）,yu（玉）,jin（金）"
蛇,又南三百里，曰獨山，其上多金玉，其下多美石。末塗之水出焉，而東南流注于沔，其中多𧌁䗤，其狀如黃蛇，魚翼，出入有光，見則其邑大旱。,"末塗之水,獨山,美石,沔,玉,金",東山經,"无关,无关,无关,无关,无关,无关",she（蛇）,"motuzhishui（末塗之水）,dushan（獨山）,meishi（美石）,mian（沔）,yu（玉）,jin（金）"
沔,又南三百里，曰獨山，其上多金玉，其下多美石。末塗之水出焉，而東南流注于沔，其中多𧌁䗤，其狀如黃蛇，魚翼，出入有光，見則其邑大旱。,"末塗之水,獨山,美石,蛇,玉,金",東山經,"流注,流注,无关,无关,无关,无关",mian（沔）,"motuzhishui（末塗之水）,dushan（獨山）,meishi（美石）,she（蛇）,yu（玉）,jin（金）"
玉,又南三百里，曰獨山，其上多金玉，其下多美石。末塗之水出焉，而東南流注于沔，其中多𧌁䗤，其狀如黃蛇，魚翼，出入有光，見則其邑大旱。,"末塗之水,獨山,美石,蛇,沔,金",東山經,"无关,存在,无关,无关,无关,共存",yu（玉）,"motuzhishui（末塗之水）,dushan（獨山）,meishi（美石）,she（蛇）,mian（沔）,jin（金）"
金,又南三百里，曰獨山，其上多金玉，其下多美石。末塗之水出焉，而東南流注于沔，其中多𧌁䗤，其狀如黃蛇，魚翼，出入有光，見則其邑大旱。,"末塗之水,獨山,美石,蛇,沔,玉",東山經,"无关,存在,无关,无关,无关,共存",jin（金）,"motuzhishui（末塗之水）,dushan（獨山）,meishi（美石）,she（蛇）,mian（沔）,yu（玉）"
狪狪,又南三百里，曰泰山，其上多玉，其下多金。有獸焉，其狀如豚而有珠，名曰狪狪，其名自䚯。環水出焉，東流注于江，其中多水玉。,"泰山,環水,水玉,豚,珠,江,金",東山經,"居住,无关,无关,像,有,无关,无关",tongtong（狪狪）,"taishan（泰山）,huanshui（環水）,shuiyu（水玉）,tun（豚）,zhu（珠）,jiang（江）,jin（金）"
泰山,又南三百里，曰泰山，其上多玉，其下多金。有獸焉，其狀如豚而有珠，名曰狪狪，其名自䚯。環水出焉，東流注于江，其中多水玉。,"狪狪,環水,水玉,豚,珠,江,金",東山經,"存在,流出,无关,包含,无关,流注,含",taishan（泰山）,"tongtong（狪狪）,huanshui（環水）,shuiyu（水玉）,tun（豚）,zhu（珠）,jiang（江）,jin（金）"
環水,又南三百里，曰泰山，其上多玉，其下多金。有獸焉，其狀如豚而有珠，名曰狪狪，其名自䚯。環水出焉，東流注于江，其中多水玉。,"狪狪,泰山,水玉,豚,珠,江,金",東山經,"无关,出,包含,无关,无关,注入,无关",huanshui（環水）,"tongtong（狪狪）,taishan（泰山）,shuiyu（水玉）,tun（豚）,zhu（珠）,jiang（江）,jin（金）"
水玉,又南三百里，曰泰山，其上多玉，其下多金。有獸焉，其狀如豚而有珠，名曰狪狪，其名自䚯。環水出焉，東流注于江，其中多水玉。,"狪狪,泰山,環水,豚,珠,江,金",東山經,"无关,无关,包含,无关,无关,无关,无关",shuiyu（水玉）,"tongtong（狪狪）,taishan（泰山）,huanshui（環水）,tun（豚）,zhu（珠）,jiang（江）,jin（金）"
豚,又南三百里，曰泰山，其上多玉，其下多金。有獸焉，其狀如豚而有珠，名曰狪狪，其名自䚯。環水出焉，東流注于江，其中多水玉。,"狪狪,泰山,環水,水玉,珠,江,金",東山經,"是,无关,无关,无关,有,无关,无关",tun（豚）,"tongtong（狪狪）,taishan（泰山）,huanshui（環水）,shuiyu（水玉）,zhu（珠）,jiang（江）,jin（金）"
珠,又南三百里，曰泰山，其上多玉，其下多金。有獸焉，其狀如豚而有珠，名曰狪狪，其名自䚯。環水出焉，東流注于江，其中多水玉。,"狪狪,泰山,環水,水玉,豚,江,金",東山經,"有,无关,无关,无关,有,无关,无关",zhu（珠）,"tongtong（狪狪）,taishan（泰山）,huanshui（環水）,shuiyu（水玉）,tun（豚）,jiang（江）,jin（金）"
江,又南三百里，曰泰山，其上多玉，其下多金。有獸焉，其狀如豚而有珠，名曰狪狪，其名自䚯。環水出焉，東流注于江，其中多水玉。,"狪狪,泰山,環水,水玉,豚,珠,金",東山經,"无关,无关,注入,含,无关,无关,无关",jiang（江）,"tongtong（狪狪）,taishan（泰山）,huanshui（環水）,shuiyu（水玉）,tun（豚）,zhu（珠）,jin（金）"
金,又南三百里，曰泰山，其上多玉，其下多金。有獸焉，其狀如豚而有珠，名曰狪狪，其名自䚯。環水出焉，東流注于江，其中多水玉。,"狪狪,泰山,環水,水玉,豚,珠,江",東山經,"无关,存在,无关,无关,无关,无关,无关",jin（金）,"tongtong（狪狪）,taishan（泰山）,huanshui（環水）,shuiyu（水玉）,tun（豚）,zhu（珠）,jiang（江）"
